code_type,code,description,reason
HS6,732410,"Steel; sinks and wash basins, of stainless steel",No UCC match found above confidence threshold
HS6,732421,"Cast iron, baths, whether or not enamelled",No UCC match found above confidence threshold
HS6,732429,Iron (other than cast) or steel; baths,No UCC match found above confidence threshold
HS6,740200,"Copper; unrefined, copper anodes for electrolytic refining",No UCC match found above confidence threshold
HS6,740311,"Copper; refined, unwrought, cathodes and sections of cathodes",No UCC match found above confidence threshold
HS6,740312,"Copper; refined, unwrought, wire-bars",No UCC match found above confidence threshold
HS6,740313,"Copper; refined, unwrought, billets",No UCC match found above confidence threshold
HS6,740319,"Copper; refined, unwrought, n.e.c. in item no. 7403.1",No UCC match found above confidence threshold
HS6,740321,Copper; copper-zinc base alloys (brass) unwrought,No UCC match found above confidence threshold
HS6,740322,Copper; copper-tin base alloys (bronze) unwrought,No UCC match found above confidence threshold
HS6,740329,Copper; copper alloys n.e.c. in heading no. 7403 (other than master alloys of heading no. 7405),No UCC match found above confidence threshold
HS6,740400,Copper; waste and scrap,No UCC match found above confidence threshold
HS6,740500,Copper; master alloys of copper,No UCC match found above confidence threshold
HS6,740710,"Copper; bars, rods and profiles, of refined copper",No UCC match found above confidence threshold
HS6,740721,"Copper; bars, rods and profiles, of copper-zinc base alloys (brass)",No UCC match found above confidence threshold
HS6,740729,"Copper; bars, rods and profiles, of copper alloys (other than copper-zinc base alloys)",No UCC match found above confidence threshold
HS6,740821,"Copper; wire, of copper-zinc base alloys (brass)",No UCC match found above confidence threshold
HS6,740829,"Copper; wire, of copper alloys (other than copper-zinc base alloys, copper-nickel base alloys or copper-nickel-zinc base alloys)",No UCC match found above confidence threshold
HS6,740911,"Copper; strip, of a thickness exceeding 0.15mm, of refined copper, in coils",No UCC match found above confidence threshold
HS6,740919,"Copper; plates and sheets, of a thickness exceeding 0.15mm, of refined copper, not in coils",No UCC match found above confidence threshold
HS6,740921,"Copper; strip, of a thickness exceeding 0.15mm, of copper-zinc base alloys (brass), in coils",No UCC match found above confidence threshold
HS6,740929,"Copper; plates and sheets, of a thickness exceeding 0.15mm, of copper-zinc base alloys (brass), not in coils",No UCC match found above confidence threshold
HS6,740931,"Copper; strip, of a thickness exceeding 0.15mm, of copper-tin base alloys (bronze), in coils",No UCC match found above confidence threshold
HS6,740939,"Copper; plates and sheets, of a thickness exceeding 0.15mm, of copper-tin base alloys, not in coils",No UCC match found above confidence threshold
HS6,740990,"Copper; plates, sheets and strip, of a thickness exceeding 0.15mm, of copper alloys (other than copper-zinc base alloys, copper-tin base alloys, copper-nickel base alloys or copper-nickel-zinc base alloys)",No UCC match found above confidence threshold
HS6,741011,"Copper; foil, not backed, of a thickness not exceeding 0.15mm, of refined copper",No UCC match found above confidence threshold
HS6,741012,"Copper; foil, not backed, of a thickness not exceeding 0.15mm, of copper alloys",No UCC match found above confidence threshold
HS6,741110,"Copper; tubes and pipes, of refined copper",No UCC match found above confidence threshold
HS6,741121,"Copper; tubes and pipes, of copper-zinc base alloys (brass)",No UCC match found above confidence threshold
HS6,741210,"Copper; tube or pipe fittings (e.g. couplings, elbows, sleeves) of refined copper",No UCC match found above confidence threshold
HS6,741220,"Copper; tube or pipe fittings (e.g. couplings, elbows, sleeves) of copper alloys",No UCC match found above confidence threshold
HS6,741300,"Copper; stranded wire, cables, plaited bands and the like, not electrically insulated",No UCC match found above confidence threshold
HS6,741521,"Copper; washers, (including spring washers), not threaded",No UCC match found above confidence threshold
HS6,741991,"Copper; cast, moulded, stamped or forged, but not further worked",No UCC match found above confidence threshold
HS6,750110,Nickel; nickel mattes,No UCC match found above confidence threshold
HS6,750210,"Nickel; unwrought, not alloyed",No UCC match found above confidence threshold
HS6,750220,"Nickel; unwrought, alloys",No UCC match found above confidence threshold
HS6,750300,Nickel; waste and scrap,No UCC match found above confidence threshold
HS6,750511,"Nickel; bars, rods and profiles, not alloyed",No UCC match found above confidence threshold
HS6,750512,"Nickel; bars, rods and profiles, of nickel alloys",No UCC match found above confidence threshold
HS6,750521,"Nickel; wire, not alloyed",No UCC match found above confidence threshold
HS6,750522,"Nickel; wire, of nickel alloys",No UCC match found above confidence threshold
HS6,750610,"Nickel; plates, sheets, strip and foil, not alloyed",No UCC match found above confidence threshold
HS6,750620,"Nickel; plates, sheets, strip and foil, of nickel alloys",No UCC match found above confidence threshold
HS6,750711,"Nickel; tubes and pipes, not alloyed",No UCC match found above confidence threshold
HS6,750712,"Nickel; tubes and pipes, of nickel alloys",No UCC match found above confidence threshold
HS6,750720,Nickel; tube and pipe fittings,No UCC match found above confidence threshold
HS6,750810,"Nickel; cloth, grill and netting, of nickel wire",No UCC match found above confidence threshold
HS6,760110,"Aluminium; unwrought, (not alloyed)",No UCC match found above confidence threshold
HS6,760120,"Aluminium; unwrought, alloys",No UCC match found above confidence threshold
HS6,760200,Aluminium; waste and scrap,No UCC match found above confidence threshold
HS6,760410,"Aluminium; (not alloyed), bars, rods and profiles",No UCC match found above confidence threshold
HS6,760421,"Aluminium; alloys, hollow profiles",No UCC match found above confidence threshold
HS6,760429,"Aluminium; alloys, bars, rods and profiles, other than hollow",No UCC match found above confidence threshold
HS6,760611,"Aluminium; plates, sheets and strip, thickness exceeding 0.2mm, (not alloyed), rectangular (including square)",No UCC match found above confidence threshold
HS6,760612,"Aluminium; plates, sheets and strip, thickness exceeding 0.2mm, alloys, rectangular (including square)",No UCC match found above confidence threshold
HS6,760691,"Aluminium; plates, sheets and strip, thickness exceeding 0.2mm, not alloyed, (not rectangular or square)",No UCC match found above confidence threshold
HS6,760692,"Aluminium; plates, sheets and strip, thickness exceeding 0.2mm, alloys, (not rectangular or square)",No UCC match found above confidence threshold
HS6,760711,"Aluminium; foil, (not backed), rolled (but not further worked), of a thickness not exceeding 0.2mm",No UCC match found above confidence threshold
HS6,760719,"Aluminium; foil, (not backed), of a thickness not exceeding 0.2mm, not rolled",No UCC match found above confidence threshold
HS6,760810,"Aluminium; tubes and pipes, not alloyed",No UCC match found above confidence threshold
HS6,760820,"Aluminium; tubes and pipes, alloys",No UCC match found above confidence threshold
HS6,760900,"Aluminium; tube or pipe fittings (e.g. couplings, elbows, sleeves)",No UCC match found above confidence threshold
HS6,761300,Aluminium; containers for compressed or liquefied gas,No UCC match found above confidence threshold
HS6,761410,"Aluminium; stranded wire, cables, plaited bands and the like, (not electrically insulated), with steel core",No UCC match found above confidence threshold
HS6,761490,"Aluminium; stranded wire, cables, plaited bands and the like, (not electrically insulated), other than steel core",No UCC match found above confidence threshold
HS6,761691,"Aluminium; cloth, grill, netting and fencing, of aluminium wire",No UCC match found above confidence threshold
HS6,780110,"Lead; unwrought, refined",No UCC match found above confidence threshold
HS6,780200,Lead; waste and scrap,No UCC match found above confidence threshold
HS6,780411,"Lead; sheets, strip and foil, of a thickness (excluding any backing) not exceeding 0.2mm",No UCC match found above confidence threshold
HS6,780419,"Lead; plates, sheets, strip and foil, of a thickness (excluding any backing) exceeding 0.2mm",No UCC match found above confidence threshold
HS6,790111,"Zinc; unwrought, (not alloyed), containing by weight 99.99% or more of zinc",No UCC match found above confidence threshold
HS6,790112,"Zinc; unwrought, (not alloyed), containing by weight less than 99.99% of zinc",No UCC match found above confidence threshold
HS6,790120,"Zinc; unwrought, alloys",No UCC match found above confidence threshold
HS6,790200,Zinc; waste and scrap,No UCC match found above confidence threshold
HS6,790310,Zinc dust,No UCC match found above confidence threshold
HS6,790400,"Zinc; bars, rods, profiles and wire",No UCC match found above confidence threshold
HS6,790500,"Zinc; plates, sheets, strip and foil",No UCC match found above confidence threshold
HS6,800110,"Tin; unwrought, not alloyed",No UCC match found above confidence threshold
HS6,800120,"Tin; unwrought, alloys",No UCC match found above confidence threshold
HS6,800200,Tin; waste and scrap,No UCC match found above confidence threshold
HS6,800300,"Tin; bars, rods, profiles and wire",No UCC match found above confidence threshold
HS6,810194,"Tungsten (wolfram); unwrought, including bars and rods obtained simply by sintering",No UCC match found above confidence threshold
HS6,810196,Tungsten (wolfram); wire,No UCC match found above confidence threshold
HS6,810197,Tungsten (wolfram); waste and scrap,No UCC match found above confidence threshold
HS6,810294,"Molybdenum; unwrought, including bars and rods obtained simply by sintering",No UCC match found above confidence threshold
HS6,810295,"Molybdenum; bars and rods, other than those obtained simply by sintering, profiles, plates, sheets, strip and foil",No UCC match found above confidence threshold
HS6,810296,Molybdenum; wire,No UCC match found above confidence threshold
